passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,player_id,foot,shortName,currentNationalTeamId,player_name,matched_name,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",79,Luca,,Caldirola,2443,1991-02-01,189,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",20704,left,L. Caldirola,null,Luca Caldirola,Luca Caldirola,Luca Caldirola,it ITA,DF,Werder Bremen,26.0,1991.0,1.0,21.0,30.0,70.0,496.0,102.0,3.0,3.0,100.0,13.0,15.0,86.7,5.0,11.0,45.5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,3.0,0.0,Matches,30.0,27.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0,0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",89,Bartosz,,Salamon,3204,1991-05-01,196,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",20723,right,B. Salamon,null,Bartosz Salamon,Bartosz Salamon,Bartosz Salamon,pl POL,DF,SPAL,26.0,1991.0,19.2,699.0,867.0,80.6,14972.0,5638.0,197.0,225.0,87.6,383.0,419.0,91.4,111.0,198.0,56.1,0,0.3,0.3,-0.3,3.0,74.0,6.0,2.0,90.0,28.0,57.1,21.0,7.0,0.0,12.0,21.0,9.0,24.0,18.0,6.0,58.0,86.0,148.0,0.0,Matches,867.0,819.0,44.0,42.0,1.0,21.0,11.0,2.0,0.0,0.0,0.0,0.0,699.0,4.0,8.0,5,0,0.0,23,16.0,2.0,11.0,58.0,22.0,0.0,0.0,1.0,114.0,51.0,21.0,70.8
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",79,Nenad,,Tomovi\u0107,3165,1987-08-30,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",20748,right,N. Tomovi\u0107,null,Nenad Tomović,Nenad Tomović,Nenad Tomović,rs SRB,DF,Fiorentina,29.0,1987.0,1.5,84.0,100.0,84.0,1502.0,616.0,38.0,41.0,92.7,38.0,46.0,82.6,8.0,12.0,66.7,0,0.1,0.2,-0.1,2.0,7.0,2.0,2.0,10.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,5.0,5.0,1.0,Matches,100.0,85.0,15.0,2.0,1.0,1.0,7.0,13.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,1,0,0.0,4,0.0,1.0,7.0,3.0,1.0,0.0,1.0,0.0,3.0,4.0,2.0,66.7
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",79,Nenad,,Tomovi\u0107,3165,1987-08-30,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",20748,right,N. Tomovi\u0107,null,Nenad Tomović,Nenad Tomović,Nenad Tomović,rs SRB,DF,Fiorentina,29.0,1987.0,1.5,84.0,100.0,84.0,1502.0,616.0,38.0,41.0,92.7,38.0,46.0,82.6,8.0,12.0,66.7,0,0.1,0.2,-0.1,2.0,7.0,2.0,2.0,10.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,5.0,5.0,1.0,Matches,100.0,85.0,15.0,2.0,1.0,1.0,7.0,13.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,4,0,0.0,35,18.0,0.0,12.0,50.0,17.0,0.0,2.0,1.0,107.0,51.0,37.0,58.0
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",79,Nenad,,Tomovi\u0107,3165,1987-08-30,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",20748,right,N. Tomovi\u0107,null,Nenad Tomović,Nenad Tomović,Nenad Tomović,rs SRB,DF,Fiorentina,29.0,1987.0,1.5,84.0,100.0,84.0,1502.0,616.0,38.0,41.0,92.7,38.0,46.0,82.6,8.0,12.0,66.7,0,0.1,0.2,-0.1,2.0,7.0,2.0,2.0,10.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,5.0,5.0,1.0,Matches,1063.0,968.0,87.0,30.0,0.0,16.0,12.0,57.0,0.0,0.0,0.0,0.0,864.0,8.0,12.0,1,0,0.0,4,0.0,1.0,7.0,3.0,1.0,0.0,1.0,0.0,3.0,4.0,2.0,66.7
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",79,Nenad,,Tomovi\u0107,3165,1987-08-30,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",20748,right,N. Tomovi\u0107,null,Nenad Tomović,Nenad Tomović,Nenad Tomović,rs SRB,DF,Fiorentina,29.0,1987.0,1.5,84.0,100.0,84.0,1502.0,616.0,38.0,41.0,92.7,38.0,46.0,82.6,8.0,12.0,66.7,0,0.1,0.2,-0.1,2.0,7.0,2.0,2.0,10.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,5.0,5.0,1.0,Matches,1063.0,968.0,87.0,30.0,0.0,16.0,12.0,57.0,0.0,0.0,0.0,0.0,864.0,8.0,12.0,4,0,0.0,35,18.0,0.0,12.0,50.0,17.0,0.0,2.0,1.0,107.0,51.0,37.0,58.0
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",79,Nenad,,Tomovi\u0107,3165,1987-08-30,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",20748,right,N. Tomovi\u0107,null,Nenad Tomović,Nenad Tomović,Nenad Tomović,rs SRB,DF,Fiorentina,29.0,1987.0,1.5,84.0,100.0,84.0,1502.0,616.0,38.0,41.0,92.7,38.0,46.0,82.6,8.0,12.0,66.7,0,0.1,0.2,-0.1,2.0,7.0,2.0,2.0,10.0,23.0,58.8,17.0,6.0,0.0,10.0,17.0,7.0,29.0,21.0,8.0,50.0,73.0,146.0,0.0,Matches,100.0,85.0,15.0,2.0,1.0,1.0,7.0,13.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,1,0,0.0,4,0.0,1.0,7.0,3.0,1.0,0.0,1.0,0.0,3.0,4.0,2.0,66.7
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",79,Nenad,,Tomovi\u0107,3165,1987-08-30,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",20748,right,N. Tomovi\u0107,null,Nenad Tomović,Nenad Tomović,Nenad Tomović,rs SRB,DF,Fiorentina,29.0,1987.0,1.5,84.0,100.0,84.0,1502.0,616.0,38.0,41.0,92.7,38.0,46.0,82.6,8.0,12.0,66.7,0,0.1,0.2,-0.1,2.0,7.0,2.0,2.0,10.0,23.0,58.8,17.0,6.0,0.0,10.0,17.0,7.0,29.0,21.0,8.0,50.0,73.0,146.0,0.0,Matches,100.0,85.0,15.0,2.0,1.0,1.0,7.0,13.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,4,0,0.0,35,18.0,0.0,12.0,50.0,17.0,0.0,2.0,1.0,107.0,51.0,37.0,58.0
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",79,Nenad,,Tomovi\u0107,3165,1987-08-30,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",20748,right,N. Tomovi\u0107,null,Nenad Tomović,Nenad Tomović,Nenad Tomović,rs SRB,DF,Fiorentina,29.0,1987.0,1.5,84.0,100.0,84.0,1502.0,616.0,38.0,41.0,92.7,38.0,46.0,82.6,8.0,12.0,66.7,0,0.1,0.2,-0.1,2.0,7.0,2.0,2.0,10.0,23.0,58.8,17.0,6.0,0.0,10.0,17.0,7.0,29.0,21.0,8.0,50.0,73.0,146.0,0.0,Matches,1063.0,968.0,87.0,30.0,0.0,16.0,12.0,57.0,0.0,0.0,0.0,0.0,864.0,8.0,12.0,1,0,0.0,4,0.0,1.0,7.0,3.0,1.0,0.0,1.0,0.0,3.0,4.0,2.0,66.7
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",79,Nenad,,Tomovi\u0107,3165,1987-08-30,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",20748,right,N. Tomovi\u0107,null,Nenad Tomović,Nenad Tomović,Nenad Tomović,rs SRB,DF,Fiorentina,29.0,1987.0,1.5,84.0,100.0,84.0,1502.0,616.0,38.0,41.0,92.7,38.0,46.0,82.6,8.0,12.0,66.7,0,0.1,0.2,-0.1,2.0,7.0,2.0,2.0,10.0,23.0,58.8,17.0,6.0,0.0,10.0,17.0,7.0,29.0,21.0,8.0,50.0,73.0,146.0,0.0,Matches,1063.0,968.0,87.0,30.0,0.0,16.0,12.0,57.0,0.0,0.0,0.0,0.0,864.0,8.0,12.0,4,0,0.0,35,18.0,0.0,12.0,50.0,17.0,0.0,2.0,1.0,107.0,51.0,37.0,58.0
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",79,Nenad,,Tomovi\u0107,3165,1987-08-30,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",20748,right,N. Tomovi\u0107,null,Nenad Tomović,Nenad Tomović,Nenad Tomović,rs SRB,DF,Chievo,29.0,1987.0,25.6,864.0,1063.0,81.3,15991.0,6317.0,363.0,390.0,93.1,377.0,442.0,85.3,104.0,185.0,56.2,0,0.2,0.4,-0.2,1.0,43.0,5.0,2.0,65.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,5.0,5.0,1.0,Matches,100.0,85.0,15.0,2.0,1.0,1.0,7.0,13.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,1,0,0.0,4,0.0,1.0,7.0,3.0,1.0,0.0,1.0,0.0,3.0,4.0,2.0,66.7
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",79,Nenad,,Tomovi\u0107,3165,1987-08-30,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",20748,right,N. Tomovi\u0107,null,Nenad Tomović,Nenad Tomović,Nenad Tomović,rs SRB,DF,Chievo,29.0,1987.0,25.6,864.0,1063.0,81.3,15991.0,6317.0,363.0,390.0,93.1,377.0,442.0,85.3,104.0,185.0,56.2,0,0.2,0.4,-0.2,1.0,43.0,5.0,2.0,65.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,5.0,5.0,1.0,Matches,100.0,85.0,15.0,2.0,1.0,1.0,7.0,13.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,4,0,0.0,35,18.0,0.0,12.0,50.0,17.0,0.0,2.0,1.0,107.0,51.0,37.0,58.0
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",79,Nenad,,Tomovi\u0107,3165,1987-08-30,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",20748,right,N. Tomovi\u0107,null,Nenad Tomović,Nenad Tomović,Nenad Tomović,rs SRB,DF,Chievo,29.0,1987.0,25.6,864.0,1063.0,81.3,15991.0,6317.0,363.0,390.0,93.1,377.0,442.0,85.3,104.0,185.0,56.2,0,0.2,0.4,-0.2,1.0,43.0,5.0,2.0,65.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,5.0,5.0,1.0,Matches,1063.0,968.0,87.0,30.0,0.0,16.0,12.0,57.0,0.0,0.0,0.0,0.0,864.0,8.0,12.0,1,0,0.0,4,0.0,1.0,7.0,3.0,1.0,0.0,1.0,0.0,3.0,4.0,2.0,66.7
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",79,Nenad,,Tomovi\u0107,3165,1987-08-30,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",20748,right,N. Tomovi\u0107,null,Nenad Tomović,Nenad Tomović,Nenad Tomović,rs SRB,DF,Chievo,29.0,1987.0,25.6,864.0,1063.0,81.3,15991.0,6317.0,363.0,390.0,93.1,377.0,442.0,85.3,104.0,185.0,56.2,0,0.2,0.4,-0.2,1.0,43.0,5.0,2.0,65.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,5.0,5.0,1.0,Matches,1063.0,968.0,87.0,30.0,0.0,16.0,12.0,57.0,0.0,0.0,0.0,0.0,864.0,8.0,12.0,4,0,0.0,35,18.0,0.0,12.0,50.0,17.0,0.0,2.0,1.0,107.0,51.0,37.0,58.0
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",79,Nenad,,Tomovi\u0107,3165,1987-08-30,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",20748,right,N. Tomovi\u0107,null,Nenad Tomović,Nenad Tomović,Nenad Tomović,rs SRB,DF,Chievo,29.0,1987.0,25.6,864.0,1063.0,81.3,15991.0,6317.0,363.0,390.0,93.1,377.0,442.0,85.3,104.0,185.0,56.2,0,0.2,0.4,-0.2,1.0,43.0,5.0,2.0,65.0,23.0,58.8,17.0,6.0,0.0,10.0,17.0,7.0,29.0,21.0,8.0,50.0,73.0,146.0,0.0,Matches,100.0,85.0,15.0,2.0,1.0,1.0,7.0,13.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,1,0,0.0,4,0.0,1.0,7.0,3.0,1.0,0.0,1.0,0.0,3.0,4.0,2.0,66.7
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",79,Nenad,,Tomovi\u0107,3165,1987-08-30,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",20748,right,N. Tomovi\u0107,null,Nenad Tomović,Nenad Tomović,Nenad Tomović,rs SRB,DF,Chievo,29.0,1987.0,25.6,864.0,1063.0,81.3,15991.0,6317.0,363.0,390.0,93.1,377.0,442.0,85.3,104.0,185.0,56.2,0,0.2,0.4,-0.2,1.0,43.0,5.0,2.0,65.0,23.0,58.8,17.0,6.0,0.0,10.0,17.0,7.0,29.0,21.0,8.0,50.0,73.0,146.0,0.0,Matches,100.0,85.0,15.0,2.0,1.0,1.0,7.0,13.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,4,0,0.0,35,18.0,0.0,12.0,50.0,17.0,0.0,2.0,1.0,107.0,51.0,37.0,58.0
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",79,Nenad,,Tomovi\u0107,3165,1987-08-30,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",20748,right,N. Tomovi\u0107,null,Nenad Tomović,Nenad Tomović,Nenad Tomović,rs SRB,DF,Chievo,29.0,1987.0,25.6,864.0,1063.0,81.3,15991.0,6317.0,363.0,390.0,93.1,377.0,442.0,85.3,104.0,185.0,56.2,0,0.2,0.4,-0.2,1.0,43.0,5.0,2.0,65.0,23.0,58.8,17.0,6.0,0.0,10.0,17.0,7.0,29.0,21.0,8.0,50.0,73.0,146.0,0.0,Matches,1063.0,968.0,87.0,30.0,0.0,16.0,12.0,57.0,0.0,0.0,0.0,0.0,864.0,8.0,12.0,1,0,0.0,4,0.0,1.0,7.0,3.0,1.0,0.0,1.0,0.0,3.0,4.0,2.0,66.7
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",79,Nenad,,Tomovi\u0107,3165,1987-08-30,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",20748,right,N. Tomovi\u0107,null,Nenad Tomović,Nenad Tomović,Nenad Tomović,rs SRB,DF,Chievo,29.0,1987.0,25.6,864.0,1063.0,81.3,15991.0,6317.0,363.0,390.0,93.1,377.0,442.0,85.3,104.0,185.0,56.2,0,0.2,0.4,-0.2,1.0,43.0,5.0,2.0,65.0,23.0,58.8,17.0,6.0,0.0,10.0,17.0,7.0,29.0,21.0,8.0,50.0,73.0,146.0,0.0,Matches,1063.0,968.0,87.0,30.0,0.0,16.0,12.0,57.0,0.0,0.0,0.0,0.0,864.0,8.0,12.0,4,0,0.0,35,18.0,0.0,12.0,50.0,17.0,0.0,2.0,1.0,107.0,51.0,37.0,58.0
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",75,Andrea,,Bertolacci,3193,1991-01-11,179,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",20749,left,A. Bertolacci,null,Andrea Bertolacci,Andrea Bertolacci,Andrea Bertolacci,it ITA,MF,Genoa,26.0,1991.0,32.2,1309.0,1644.0,79.6,23424.0,7906.0,577.0,673.0,85.7,578.0,672.0,86.0,131.0,229.0,57.2,0,1.6,2.1,-1.6,26.0,190.0,30.0,2.0,211.0,85.0,33.3,40.0,38.0,7.0,21.0,63.0,42.0,46.0,12.0,34.0,46.0,131.0,37.0,1.0,Matches,1644.0,1553.0,84.0,58.0,2.0,13.0,27.0,14.0,10.0,6.0,4.0,0.0,1309.0,7.0,34.0,7,1,0.0,71,87.0,0.0,27.0,46.0,53.0,1.0,0.0,0.0,225.0,25.0,20.0,55.6
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",69,Luciano,,Vietto,674,1993-12-05,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",86307,right,L. Vietto,null,Luciano Vietto,Luciano Vietto,Luciano Vietto,ar ARG,FW,Atlético Madrid,23.0,1993.0,3.0,68.0,80.0,85.0,823.0,132.0,43.0,46.0,93.5,14.0,18.0,77.8,2.0,3.0,66.7,0,0.3,0.1,-0.3,1.0,2.0,0.0,0.0,5.0,5.0,0.0,1.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,8.0,3.0,0.0,Matches,80.0,78.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,2.0,1,0,0.0,4,7.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,11.0,1.0,4.0,20.0
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",69,Luciano,,Vietto,674,1993-12-05,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",86307,right,L. Vietto,null,Luciano Vietto,Luciano Vietto,Luciano Vietto,ar ARG,FW,Atlético Madrid,23.0,1993.0,3.0,68.0,80.0,85.0,823.0,132.0,43.0,46.0,93.5,14.0,18.0,77.8,2.0,3.0,66.7,0,0.3,0.1,-0.3,1.0,2.0,0.0,0.0,5.0,5.0,0.0,1.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,8.0,3.0,0.0,Matches,80.0,78.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,2.0,1,0,0.0,5,7.0,7.0,6.0,2.0,6.0,0.0,0.0,0.0,28.0,3.0,4.0,42.9
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",69,Luciano,,Vietto,674,1993-12-05,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",86307,right,L. Vietto,null,Luciano Vietto,Luciano Vietto,Luciano Vietto,ar ARG,FW,Atlético Madrid,23.0,1993.0,3.0,68.0,80.0,85.0,823.0,132.0,43.0,46.0,93.5,14.0,18.0,77.8,2.0,3.0,66.7,0,0.3,0.1,-0.3,1.0,2.0,0.0,0.0,5.0,5.0,0.0,1.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,8.0,3.0,0.0,Matches,204.0,196.0,5.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,158.0,3.0,5.0,1,0,0.0,4,7.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,11.0,1.0,4.0,20.0
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",69,Luciano,,Vietto,674,1993-12-05,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",86307,right,L. Vietto,null,Luciano Vietto,Luciano Vietto,Luciano Vietto,ar ARG,FW,Atlético Madrid,23.0,1993.0,3.0,68.0,80.0,85.0,823.0,132.0,43.0,46.0,93.5,14.0,18.0,77.8,2.0,3.0,66.7,0,0.3,0.1,-0.3,1.0,2.0,0.0,0.0,5.0,5.0,0.0,1.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,8.0,3.0,0.0,Matches,204.0,196.0,5.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,158.0,3.0,5.0,1,0,0.0,5,7.0,7.0,6.0,2.0,6.0,0.0,0.0,0.0,28.0,3.0,4.0,42.9
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",69,Luciano,,Vietto,674,1993-12-05,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",86307,right,L. Vietto,null,Luciano Vietto,Luciano Vietto,Luciano Vietto,ar ARG,FW,Atlético Madrid,23.0,1993.0,3.0,68.0,80.0,85.0,823.0,132.0,43.0,46.0,93.5,14.0,18.0,77.8,2.0,3.0,66.7,0,0.3,0.1,-0.3,1.0,2.0,0.0,0.0,5.0,8.0,25.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,0.0,3.0,2.0,10.0,5.0,0.0,Matches,80.0,78.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,2.0,1,0,0.0,4,7.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,11.0,1.0,4.0,20.0
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",69,Luciano,,Vietto,674,1993-12-05,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",86307,right,L. Vietto,null,Luciano Vietto,Luciano Vietto,Luciano Vietto,ar ARG,FW,Atlético Madrid,23.0,1993.0,3.0,68.0,80.0,85.0,823.0,132.0,43.0,46.0,93.5,14.0,18.0,77.8,2.0,3.0,66.7,0,0.3,0.1,-0.3,1.0,2.0,0.0,0.0,5.0,8.0,25.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,0.0,3.0,2.0,10.0,5.0,0.0,Matches,80.0,78.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,2.0,1,0,0.0,5,7.0,7.0,6.0,2.0,6.0,0.0,0.0,0.0,28.0,3.0,4.0,42.9
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",69,Luciano,,Vietto,674,1993-12-05,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",86307,right,L. Vietto,null,Luciano Vietto,Luciano Vietto,Luciano Vietto,ar ARG,FW,Atlético Madrid,23.0,1993.0,3.0,68.0,80.0,85.0,823.0,132.0,43.0,46.0,93.5,14.0,18.0,77.8,2.0,3.0,66.7,0,0.3,0.1,-0.3,1.0,2.0,0.0,0.0,5.0,8.0,25.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,0.0,3.0,2.0,10.0,5.0,0.0,Matches,204.0,196.0,5.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,158.0,3.0,5.0,1,0,0.0,4,7.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,11.0,1.0,4.0,20.0
